ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
60	bambi/zip_psi	bambi	zip_psi	true	Zero Inflated Poisson — Psi Component	zero_inflated	zero_inflated	psi ~ livebait + camper + persons + child		zero_inflated_poisson	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	https://stats.idre.ucla.edu/stat/data/fish.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.636314+00:00	200	0	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	psi,livebait,camper,persons,child		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=6908; matched_terms=camper,child,livebait,persons; context_sha256=9b0bf006f7585db3	33ca671e76ad52b873ffbb752c2d4fa94f142238d38ea4b2f5a3f43d30ef877d
61	bambi/hurdle_mu	bambi	hurdle_mu	true	Hurdle Poisson — Mu Component	zero_inflated	zero_inflated	count ~ livebait + camper + persons + child		hurdle_poisson	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	https://stats.idre.ucla.edu/stat/data/fish.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.636314+00:00	200	0	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,livebait,camper,persons,child		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=6908; matched_terms=camper,child,livebait,persons; context_sha256=9b0bf006f7585db3	33ca671e76ad52b873ffbb752c2d4fa94f142238d38ea4b2f5a3f43d30ef877d
62	bambi/hurdle_psi	bambi	hurdle_psi	true	Hurdle Poisson — Psi Component	zero_inflated	zero_inflated	psi ~ livebait + camper + persons + child		hurdle_poisson	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	https://stats.idre.ucla.edu/stat/data/fish.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.636314+00:00	200	0	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	psi,livebait,camper,persons,child		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=6908; matched_terms=camper,child,livebait,persons; context_sha256=9b0bf006f7585db3	33ca671e76ad52b873ffbb752c2d4fa94f142238d38ea4b2f5a3f43d30ef877d
63	bambi/ordinal_trolley_intercept	bambi	ordinal_trolley_intercept	true	Ordinal Regression — Trolley Intercept Only	ordinal_regression	ordinal_regression	response ~ 0		cumulative	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579350+00:00	200	0	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	response		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=ordinal,regression; context_sha256=0fc766a8a8edf409	9e01c47abcf9189d305e12bab6b552fa9c834e855ef5f0e87cd99b15eeeaa130
64	bambi/ordinal_trolley_effects	bambi	ordinal_trolley_effects	true	Ordinal Regression — Trolley Action/Intention/Contact	ordinal_regression	ordinal_regression	response ~ 0 + action + intention + contact + action:intention + contact:intention		cumulative	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579350+00:00	200	0	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	response,action,intention,contact		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=651; matched_terms=intention,ordinal,regression,response; context_sha256=38bb6fa9fd533544	9e01c47abcf9189d305e12bab6b552fa9c834e855ef5f0e87cd99b15eeeaa130
65	bambi/ordinal_hr_years	bambi	ordinal_hr_years	true	Ordinal Regression — HR Years at Company	ordinal_regression	hr_attrition	YearsAtCompany ~ 0 + TotalWorkingYears		sratio	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/hr_employee_attrition.tsv.txt	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579350+00:00	200	0	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	yearsatcompany,totalworkingyears		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=23187; matched_terms=company,years,yearsatcompany; context_sha256=785da7d4f2aefe8c	9e01c47abcf9189d305e12bab6b552fa9c834e855ef5f0e87cd99b15eeeaa130
66	bambi/distributional_const_alpha	bambi	distributional_const_alpha	true	Distributional Models — Constant Alpha	distributional_models	distributional_synth	y ~ x		gamma	https://bambinos.github.io/bambi/notebooks/distributional_models.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.551176+00:00	200	0	https://bambinos.github.io/bambi/notebooks/distributional_models.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=0; matched_terms=distributional,models; context_sha256=42702691e45b2eec	f1569469b846c24ed4db169275feb8607d57cf0f65b059cb86259f5309e40a89
67	bambi/distributional_var_alpha	bambi	distributional_var_alpha	true	Distributional Models — Varying Alpha	distributional_models	distributional_synth	y ~ x  +  alpha ~ x		gamma	https://bambinos.github.io/bambi/notebooks/distributional_models.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.551176+00:00	200	0	https://bambinos.github.io/bambi/notebooks/distributional_models.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true			exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=distributional,models; context_sha256=42702691e45b2eec	f1569469b846c24ed4db169275feb8607d57cf0f65b059cb86259f5309e40a89
68	bambi/distributional_bikes	bambi	distributional_bikes	true	Distributional Models — Bikes Spline	distributional_models	distributional_models	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)		gamma	https://bambinos.github.io/bambi/notebooks/distributional_models.html	https://ndownloader.figshare.com/files/38737026	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.551176+00:00	200	0	https://bambinos.github.io/bambi/notebooks/distributional_models.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,hour,intercept		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=9599; matched_terms=bikes,hour; context_sha256=462c1ed30f151e54	f1569469b846c24ed4db169275feb8607d57cf0f65b059cb86259f5309e40a89
69	bambi/hsgp_1d_basic	bambi	hsgp_1d_basic	true	HSGP 1D — Basic	hsgp_1d	hsgp_1d	y ~ 0 + hsgp(x, m=10, c=2)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555326+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true			exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1652; matched_terms=basic; context_sha256=5c87a6e073bd6f2d	d0b05a1a6a43cefbcf8ab0e1dfb2ab38ab30768a1d56b0d88a3e9252e631f53a
70	bambi/hsgp_1d_centered	bambi	hsgp_1d_centered	true	HSGP 1D — Centered Parameterization	hsgp_1d	hsgp_1d	y ~ 0 + hsgp(x, m=10, c=2, centered=True)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555326+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	centered		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=7409; matched_terms=centered; context_sha256=7f1f09d7aea59e8f	d0b05a1a6a43cefbcf8ab0e1dfb2ab38ab30768a1d56b0d88a3e9252e631f53a
71	bambi/hsgp_1d_by_group	bambi	hsgp_1d_by_group	true	HSGP 1D — By Group (Shared Covariance)	hsgp_1d	gam_data	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555326+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	fac		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=10826; matched_terms=fac,shared; context_sha256=4788300cf05a696e	d0b05a1a6a43cefbcf8ab0e1dfb2ab38ab30768a1d56b0d88a3e9252e631f53a
72	bambi/hsgp_1d_nocov	bambi	hsgp_1d_nocov	true	HSGP 1D — By Group (No Shared Covariance)	hsgp_1d	gam_data	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.555326+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	fac,share_cov		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=10826; matched_terms=fac,share_cov,shared; context_sha256=4788300cf05a696e	d0b05a1a6a43cefbcf8ab0e1dfb2ab38ab30768a1d56b0d88a3e9252e631f53a
73	bambi/hsgp_2d_iso	bambi	hsgp_2d_iso	true	HSGP 2D — Isotropic	hsgp_2d	hsgp_2d	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.560226+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	outcome		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=4527; matched_terms=outcome; context_sha256=519d90bc59e48fd0	00bd5200788fcf21d9d133c15ed1228fe6f2e516a155d04c3e3b025e0ad3487b
74	bambi/hsgp_2d_by_group	bambi	hsgp_2d_by_group	true	HSGP 2D — By Group (Shared Covariance)	hsgp_2d	hsgp_2d	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.560226+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	outcome,group		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=577; matched_terms=group; context_sha256=487827b296c417c8	00bd5200788fcf21d9d133c15ed1228fe6f2e516a155d04c3e3b025e0ad3487b
75	bambi/hsgp_2d_nocov	bambi	hsgp_2d_nocov	true	HSGP 2D — By Group (No Shared Covariance)	hsgp_2d	hsgp_2d	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.560226+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	outcome,group,share_cov		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=577; matched_terms=group; context_sha256=487827b296c417c8	00bd5200788fcf21d9d133c15ed1228fe6f2e516a155d04c3e3b025e0ad3487b
76	bambi/hsgp_2d_aniso	bambi	hsgp_2d_aniso	true	HSGP 2D — Anisotropic	hsgp_2d	hsgp_2d	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)		gaussian	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.560226+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	outcome,iso		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=4527; matched_terms=outcome; context_sha256=519d90bc59e48fd0	00bd5200788fcf21d9d133c15ed1228fe6f2e516a155d04c3e3b025e0ad3487b
77	bambi/hsgp_2d_poisson	bambi	hsgp_2d_poisson	true	HSGP 2D — Spatial Poisson Count Data	hsgp_2d	poisson_data	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)		poisson	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/poisson_data.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.560226+00:00	200	0	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	count,year,site,lon,lat		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=982; matched_terms=count,lat; context_sha256=4edf77b00ec2251f	00bd5200788fcf21d9d133c15ed1228fe6f2e516a155d04c3e3b025e0ad3487b
78	bambi/survival_intercept	bambi	survival_intercept	true	Survival Model — Intercept Only	survival_model	survival_model	censored(days_to_event / 31, adopt) ~ 1		exponential,	https://bambinos.github.io/bambi/notebooks/survival_model.html	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.614043+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_model.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	censored,days_to_event,adopt		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1769; matched_terms=adopt,censored; context_sha256=3489f2cd887b9a62	f3c4ee91f4c1c4531310f75d4845f10712c777d82c5e192b4ca9add6d7cbec97
79	bambi/survival_color	bambi	survival_color	true	Survival Model — Color Effect	survival_model	survival_model	censored(days_to_event / 31, adopt) ~ 0 + color_id		"exponential, link=""log"""	https://bambinos.github.io/bambi/notebooks/survival_model.html	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.614043+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_model.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	censored,days_to_event,adopt,color_id		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=1769; matched_terms=adopt,censored,color; context_sha256=3489f2cd887b9a62	f3c4ee91f4c1c4531310f75d4845f10712c777d82c5e192b4ca9add6d7cbec97
80	bambi/survival_disc_sim	bambi	survival_disc_sim	true	Discrete Time Survival — Simulated Data	survival_discrete_time	survival_discrete_time	event ~ treatment + age + time		"bernoulli, link=""cloglog"""	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.613134+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	event,treatment,age,time		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=9; matched_terms=data,discrete,survival,time; context_sha256=8ba4d102b114acc2	e58a6aa3998e564c96b29412f6a541b96c67dcb25c338c77f4100815ccb2e1a5
81	bambi/survival_disc_binomial	bambi	survival_disc_binomial	true	Discrete Time Survival — Binomial Child Mortality	survival_discrete_time	child_mortality	p(events, at_risk) ~ sex + socBranch + period + scale(birth_decade)		"binomial, link=""cloglog"""	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.613134+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	events,at_risk,sex,socbranch,period,scale,birth_decade		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=2230; matched_terms=child,mortality,period,sex; context_sha256=c0d987b5bf5ea18b	e58a6aa3998e564c96b29412f6a541b96c67dcb25c338c77f4100815ccb2e1a5
82	bambi/survival_disc_spline	bambi	survival_disc_spline	true	Discrete Time Survival — Spline Baseline Hazard	survival_discrete_time	child_mortality	p(events, at_risk) ~ sex + socBranch + bs(period, df=4) + scale(birth_decade)		"binomial, link=""cloglog"""	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.613134+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	events,at_risk,sex,socbranch,period,scale,birth_decade		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=discrete,hazard,spline,survival,time; context_sha256=4b41f07b7f13d8b8	e58a6aa3998e564c96b29412f6a541b96c67dcb25c338c77f4100815ccb2e1a5
83	bambi/survival_disc_poisson	bambi	survival_disc_poisson	true	Discrete Time Survival — Poisson Alternative	survival_discrete_time	child_mortality	events ~ sex + socBranch + period + scale(birth_decade) + offset(log(at_risk))		poisson	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.613134+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	events,sex,socbranch,period,scale,birth_decade,at_risk		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=discrete,survival,time; context_sha256=4b41f07b7f13d8b8	e58a6aa3998e564c96b29412f6a541b96c67dcb25c338c77f4100815ccb2e1a5
84	bambi/survival_cont_weibull	bambi	survival_cont_weibull	true	Continuous Time Survival — Weibull	survival_continuous_time	survival_continuous_time	censored(time, censoring) ~ treatment + age		weibull	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.612896+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	censored,time,censoring,treatment,age		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=11; matched_terms=continuous,survival,time; context_sha256=1f28fa95cccb75ec	d4fa259213a97f9ef27b2d48434b8f792ecc668ca926af51d7fbf0fb30b2916d
85	bambi/survival_cont_retention_fe	bambi	survival_cont_retention_fe	true	Continuous Time Survival — Retention Fixed Effects	survival_continuous_time	retention	censored(month, censoring) ~ C(gender) + C(level) + C(field) + sentiment + intention		weibull	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/retention.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.612896+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	censored,month,censoring,gender,level,field,sentiment,intention		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=700; matched_terms=continuous,effects,fixed,intention,level,survival,time; context_sha256=38bb6fa9fd533544	d4fa259213a97f9ef27b2d48434b8f792ecc668ca926af51d7fbf0fb30b2916d
86	bambi/survival_cont_retention_re	bambi	survival_cont_retention_re	true	Continuous Time Survival — Retention Random Effects	survival_continuous_time	retention	censored(month, censoring) ~ C(gender) + C(level) + sentiment + intention + (1|field)		weibull	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/retention.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.612896+00:00	200	0	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	censored,month,censoring,gender,level,sentiment,intention,field		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=700; matched_terms=continuous,effects,intention,level,random,survival,time; context_sha256=38bb6fa9fd533544	d4fa259213a97f9ef27b2d48434b8f792ecc668ca926af51d7fbf0fb30b2916d
87	bambi/orthopoly_explicit	bambi	orthopoly_explicit	true	Orthogonal Polynomial — Explicit Quadratic	orthogonal_polynomial	orthopoly_projectile	x ~ I(t**2) + t + 1		gaussian	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579484+00:00	200	0	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	false			insufficient_terms:0/0	explicit_token_present	name_or_key_present	unverifiable	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.		text_offset=0; matched_terms=orthogonal,polynomial; context_sha256=44c7d3f2a97b1a75	d78ffb6abe92e25cf2bca2715982301ec1461ca1c9269214ea8d27ecadceb5f5
88	bambi/orthopoly_poly	bambi	orthopoly_poly	true	Orthogonal Polynomial — poly() Degree 2	orthogonal_polynomial	orthopoly_projectile	x ~ poly(t, 2) + 1		gaussian	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	synthetic	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579484+00:00	200	0	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true			exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=0; matched_terms=orthogonal,polynomial; context_sha256=44c7d3f2a97b1a75	d78ffb6abe92e25cf2bca2715982301ec1461ca1c9269214ea8d27ecadceb5f5
89	bambi/orthopoly_linear	bambi	orthopoly_linear	true	Orthogonal Polynomial — MPG Linear	orthogonal_polynomial	orthogonal_polynomial	mpg ~ horsepower		gaussian	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579484+00:00	200	0	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	mpg,horsepower		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=23064; matched_terms=horsepower,mpg; context_sha256=175adbbd0837f515	d78ffb6abe92e25cf2bca2715982301ec1461ca1c9269214ea8d27ecadceb5f5
90	bambi/orthopoly_quad	bambi	orthopoly_quad	true	Orthogonal Polynomial — MPG Quadratic	orthogonal_polynomial	orthogonal_polynomial	mpg ~ poly(horsepower, 2)		gaussian	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579484+00:00	200	0	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	mpg,horsepower		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=23064; matched_terms=horsepower,mpg; context_sha256=175adbbd0837f515	d78ffb6abe92e25cf2bca2715982301ec1461ca1c9269214ea8d27ecadceb5f5
91	bambi/orthopoly_compare	bambi	orthopoly_compare	true	Orthogonal Polynomial — MPG Degree Comparison	orthogonal_polynomial	orthogonal_polynomial	mpg ~ poly(horsepower, degree)		gaussian	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	bambi.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.579484+00:00	200	0	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	text/html; charset=utf-8	cited_project_author_publisher_surface	false	true	mpg,horsepower,degree		exact_text_present	explicit_token_present	name_or_key_present	confirmed	The retrieved official/primary source contains the normalized claimed formula text.		text_offset=23064; matched_terms=horsepower,mpg; context_sha256=175adbbd0837f515	d78ffb6abe92e25cf2bca2715982301ec1461ca1c9269214ea8d27ecadceb5f5
