source_fidelity_first_pass	warmuphmc	inferred_translation_note	row_source_claim	source_fidelity_reason	source_fidelity_verdict	inferred_family_provenance	semantic_route	source_line	renderer_family_provenance	probe_id	probe_evidence_from_row	renderer_family_claim	family_discrepancy	log_density	formula_support	exact_evidence_kind	stan_data_sha256	family_support	dimension	failure_stage	failure_evidence	exact_probe_id	descriptor_mount_contract	inferred_translation_status	receipt_body_sha256	source	source_path	formula_claim_matches_return	row_key	bridgestan_instantiate	brmi_eval	dataset_claim	exact_current_brm_body	exact_capability_tier	warmuphmc_draws	dataset_support	dataset_receipt_statuses	brmi_parse	data_only_citation	stanc	source_fidelity_manual_reviewed	stan_transpile	stan_code_sha256	family_description_claim	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_metadata_claim	receipt_retrieved_at	key	deployed	inferred_current_brm_body	descriptor	exact_translation_note	probe_evidence_kind	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	dataset_receipt_urls	historical_sha	formula_claim	source_correction_with_evidence	inferred_family	receipt_evidence_anchor	semantic_route_note	receipt_http_status	inferred_capability_tier	row_index	data_shape_assumptions
unverifiable	not-run	explicit Bernoulli-logit likelihood	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	635	CatalogServer_default_unsubstantiated	4e08482594f40c5e	416	gaussian	renderer-default-contradicts semantic inference	-8.317766166719343	not_supported_by_data_file	not-probed	b0a7c7f697764a1290063d0a4078d438f9b8753b7bdf4b6ca82a46273d46bb7a	not_supported_by_data_file	2				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe	kruschke	scripts/examples/kruschke.jl	true	kruschke:htwt110_single	pass	pass	htwt110		unresolved-family		reachable_data_file	reachable-data-or-description	pass	true	pass	false	pass	575cc7c9774d3769ea1634be260ca493afdfcecabfac7dfe8dfacad9c21650ce		Logistic Regression — Single Predictor (Weight)	male ~ 1 + weight_z	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.155256+00:00	htwt110_single	true	log_odds ~ 1 + weight_z\nmale ~ BernoulliLogit(log_odds)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	male ~ 1 + weight_z		bernoulli	text_offset=17; matched_terms=weight; context_sha256=c56cf755888c515c	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	208	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	explicit Bernoulli-logit likelihood	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	653	CatalogServer_default_unsubstantiated	ac7078f55b5b7043	418	gaussian	renderer-default-contradicts semantic inference	-8.317766166719343	not_supported_by_data_file	not-probed	749b278cf68b79cd3e5d889563ddbdd1091808cee59f74a77efcf32851d37824	not_supported_by_data_file	3				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe	kruschke	scripts/examples/kruschke.jl	true	kruschke:htwt110_two_pred	pass	pass	htwt110		unresolved-family		reachable_data_file	reachable-data-or-description	pass	true	pass	false	pass	af20ebc16e9e197f0621598f4194dbcf36eccaf06b3d0160da19215fbcbcf281		Logistic Regression — Two Predictors (Weight and Height)	male ~ 1 + weight_z + height_z	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.155256+00:00	htwt110_two_pred	true	log_odds ~ 1 + weight_z + height_z\nmale ~ BernoulliLogit(log_odds)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	male ~ 1 + weight_z + height_z		bernoulli	text_offset=17; matched_terms=height,weight; context_sha256=c56cf755888c515c	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	209	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	multi-formula/nonlinear brms declaration	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	671	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe	kruschke	scripts/examples/kruschke.jl	true	kruschke:htwt110_robust	not-run	not-run	htwt110		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Robust Logistic Regression — Mixture with Guessing	bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.155256+00:00	htwt110_robust	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)		bernoulli		direct population/likelihood route when the family and terms are supported	200	unsupported	210	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	likelihood family `categorical` has no semantics-preserving current translation	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	739	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	2379a4153441611caa1fa0c15ad3825e22e7f241aed9c1b7d8b677cdeb801beb	kruschke	scripts/examples/kruschke.jl	true	kruschke:softmax_categorical	not-run	not-run	softmax1		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Softmax — Categorical Regression with Two Predictors	Y ~ 0 + Intercept + X1 + X2	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.191100+00:00	softmax_categorical	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Y ~ 0 + Intercept + X1 + X2		categorical		direct population/likelihood route when the family and terms are supported	200	unsupported	211	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	family is not explicit or defensibly inferred	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	unresolved	ordinary_brm	755	CatalogServer_default_unsubstantiated			gaussian	renderer-default-unsubstantiated; semantic family unresolved		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unresolved-family	2379a4153441611caa1fa0c15ad3825e22e7f241aed9c1b7d8b677cdeb801beb	kruschke	scripts/examples/kruschke.jl	true	kruschke:softmax_baseline	not-run	not-run	softmax1		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Softmax — Intercepts-Only Baseline	Y ~ 1	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.191100+00:00	softmax_baseline	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Y ~ 1				direct population/likelihood route when the family and terms are supported	200	unresolved-family	212	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	term has no semantics-preserving mechanical alias	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	771	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	670192f3f6b071b4973efb73e703a7d1556bc79e98f7d157c9d38fd65a8e85ac	kruschke	scripts/examples/kruschke.jl	true	kruschke:condlog1_ordinal	not-run	not-run	condlog1		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Conditional Logistic — Ordinal Regression (Data Set 1)	Y_ord ~ 1 + cs(X1) + cs(X2)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:09.982748+00:00	condlog1_ordinal	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Y_ord ~ 1 + cs(X1) + cs(X2)		bernoulli		direct population/likelihood route when the family and terms are supported	200	unsupported	213	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	term has no semantics-preserving mechanical alias	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData2.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	787	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	e45f5db58f237e25665a4e2437e4f761f998a230cfa35dfdca7871ea5b2d0b0d	kruschke	scripts/examples/kruschke.jl	true	kruschke:condlog2_ordinal	not-run	not-run	condlog2		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Conditional Logistic — Ordinal Regression (Data Set 2)	Y_ord ~ 1 + cs(X1) + cs(X2)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:09.983253+00:00	condlog2_ordinal	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData2.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/CondLogistRegData2.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Y_ord ~ 1 + cs(X1) + cs(X2)		bernoulli		direct population/likelihood route when the family and terms are supported	200	unsupported	214	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	current proportional-odds likelihood; non-logit historical links need separate review	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	836	CatalogServer_default_unsubstantiated	bc2fd880a06e34a9	430	gaussian	renderer-default-contradicts semantic inference	-21.052072147049337	not_supported_by_data_file	not-probed	5504f571b39fa6ab3104d324ccca0516e06b53d399d86e6146d3565327a84c1b	not_supported_by_data_file	4				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	8784ec1578398216646404186442a8c6ca982c746b48e2ee65e645c4adc4a144	kruschke	scripts/examples/kruschke.jl	true	kruschke:ordinal_probit_intercept	pass	pass	ordinal_probit		unresolved-family		reachable_data_file	reachable-data-or-description	pass	true	pass	false	pass	e5a2e136c30d4e2d18e505a185ae798b70a81b13912a2de88079ce9fd39151d7		Ordinal Probit — Intercept Only	Y ~ 1	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.183653+00:00	ordinal_probit_intercept	true	loc ~ 1\nY ~ OrderedLogistic(loc)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Y ~ 1		ordered_logistic		direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	215	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	multi-formula/nonlinear brms declaration	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	852	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	8784ec1578398216646404186442a8c6ca982c746b48e2ee65e645c4adc4a144	kruschke	scripts/examples/kruschke.jl	true	kruschke:ordinal_probit_disc	not-run	not-run	ordinal_probit		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Ordinal Probit — Discrimination Parameter	bf(Y ~ 1 + X) + lf(disc ~ 0 + X, cmc = FALSE)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.183653+00:00	ordinal_probit_disc	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	bf(Y ~ 1 + X) + lf(disc ~ 0 + X, cmc = FALSE)		ordered_logistic		direct population/likelihood route when the family and terms are supported	200	unsupported	216	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	multi-formula/nonlinear brms declaration	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	868	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	8784ec1578398216646404186442a8c6ca982c746b48e2ee65e645c4adc4a144	kruschke	scripts/examples/kruschke.jl	true	kruschke:ordinal_probit_hetero	not-run	not-run	ordinal_probit		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Ordinal Probit — Heteroscedastic Gaussian Comparison	bf(Y ~ 0 + X, sigma ~ 0 + X)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.183653+00:00	ordinal_probit_hetero	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/OrdinalProbitData1.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	bf(Y ~ 0 + X, sigma ~ 0 + X)		ordered_logistic		direct population/likelihood route when the family and terms are supported	200	unsupported	217	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	current proportional-odds likelihood; non-logit historical links need separate review	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HappinessAssetsDebt.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	884	CatalogServer_default_unsubstantiated	eed50ceabff3aa75	436	gaussian	renderer-default-contradicts semantic inference	-21.052072147049337	not_supported_by_data_file	not-probed	8ea1766eb9056f262c527bf86037870fb45a517a19b39ee8baaf8a5561998cb2	not_supported_by_data_file	5				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	9ec06f4a16d976b4d39a4ef801080696ef9336d9f67302bd0f0d12151c570051	kruschke	scripts/examples/kruschke.jl	true	kruschke:happiness_assets	pass	pass	happiness_assets		unresolved-family		reachable_data_file	reachable-data-or-description	pass	true	pass	false	pass	729e20d74a6232efb277522b60f13011e0717f2b725442d67424e75e30c8d08a		Happiness and Assets — Cumulative Ordinal Probit	Happiness ~ 1 + Assets_s	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.014834+00:00	happiness_assets	true	loc ~ 1 + Assets_s\nHappiness ~ OrderedLogistic(loc)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HappinessAssetsDebt.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HappinessAssetsDebt.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Happiness ~ 1 + Assets_s		ordered_logistic	text_offset=1; matched_terms=assets,happiness; context_sha256=bd6bf8ad0da2ca4a	direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	218	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	current proportional-odds likelihood; non-logit historical links need separate review	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Movies.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	901	CatalogServer_default_unsubstantiated	872a29bd2ca1e4d4	438	gaussian	renderer-default-contradicts semantic inference	-21.052072147049337	not_supported_by_data_file	not-probed	2de60f2eab847e8d7a1d5f51f3741c3082e2fef7a5a29410d6cfdae9ae551c72	not_supported_by_data_file	6				authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	ready	133165b6ff33a95fd0136803646d0f2fb85f0e124b2944351b9190773d59129c	kruschke	scripts/examples/kruschke.jl	true	kruschke:movies	pass	pass	movies		unresolved-family		reachable_data_file	reachable-data-or-description	pass	true	pass	false	pass	1c12f9c3d0859be98754acf9e5f105492a1f85d6e6175d1442f9d108e01a60f1		Movie Ratings — Cumulative Ordinal Regression	Rating ~ 1 + Year_s + Length_s	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.164408+00:00	movies	true	loc ~ 1 + Year_s + Length_s\nRating ~ OrderedLogistic(loc)	pass	family is not explicit or defensibly inferred	direct	pass	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Movies.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Movies.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Rating ~ 1 + Year_s + Length_s		ordered_logistic		direct population/likelihood route when the family and terms are supported	200	bridgestan-finite-density-gradient	219	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	nested/composite grouping factors require an explicit derived group id or reviewed gr(...; by=...) design	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-name	ordinary_brm	930	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	e405c295c6aeafef9ba0c84bcc6880c16c4cf56614724410e8e158493a6ce44f	kruschke	scripts/examples/kruschke.jl	true	kruschke:haireye_poisson	not-run	not-run	haireye		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Hair-Eye Color — Poisson Log-Linear	Count ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.010587+00:00	haireye_poisson	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Count ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)		poisson	text_offset=0; matched_terms=eye,hair; context_sha256=97719b33587fed7a	direct population/likelihood route when the family and terms are supported	200	unsupported	220	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
unverifiable	not-run	nested/composite grouping factors require an explicit derived group id or reviewed gr(...; by=...) design	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	unverifiable	inferred-from-response-syntax	ordinary_brm	946	CatalogServer_default_unsubstantiated			gaussian	renderer-default-contradicts semantic inference		not_supported_by_data_file	not-probed		not_supported_by_data_file					no executable descriptor until translation is resolved	unsupported	e405c295c6aeafef9ba0c84bcc6880c16c4cf56614724410e8e158493a6ce44f	kruschke	scripts/examples/kruschke.jl	true	kruschke:haireye_binomial	not-run	not-run	haireye		unresolved-family		reachable_data_file	reachable-data-or-description	not-run	true	not-run	false	not-run			Hair-Eye Color — Binomial Version	Count | trials(264) ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl		2026-07-28T21:07:10.010587+00:00	haireye_binomial	true		not-run	family is not explicit or defensibly inferred	not-probed	not-run	unresolved-family	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HairEyeColor.csv	05c3f465e7987e8d7caa7e214fedddd90415a922	Count | trials(264) ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)		binomial	text_offset=0; matched_terms=eye,hair; context_sha256=97719b33587fed7a	direct population/likelihood route when the family and terms are supported	200	unsupported	221	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
