key	deployed	family_text_claim	dataset_source_claim	row_source_claim	hidden_claim	historical_sha	source_line	example_claim	source	source_path	formula_claim	formula_match	name_claim	formula_return	family_claim_provenance	row_index	verified_claim	family_claim	dataset_claim	variant	family_selected	family_selected_provenance	family_audit_evidence_class	family_audit_evidence_strength	family_audit_authoritative_surface	family_audit_authoritative_revision	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	family_audit_http_status	family_audit_explicit_evidence	family_audit_semantic_evidence	family_audit_dataset_evidence	family_audit_negative_evidence	family_audit_decision_rationale	semantic_route	route_note	translation_status	surface_support_class	surface_secondary_gap	current_brm_body	translation_note	data_columns	group_columns	data_shape_assumptions
hurdle_psi	true	hurdle_poisson	https://stats.idre.ucla.edu/stat/data/fish.csv	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1488	zero_inflated	bambi	scripts/examples/bambi.jl	psi ~ livebait + camper + persons + child	true	Hurdle Poisson — Psi Component	psi ~ livebait + camper + persons + child	inferred-from-description	62	false		zero_inflated	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	psi,livebait,camper,persons,child		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hurdle_psi	true	hurdle_poisson	https://stats.idre.ucla.edu/stat/data/fish.csv	https://bambinos.github.io/bambi/notebooks/zero_inflated_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1488	zero_inflated	bambi	scripts/examples/bambi.jl	psi ~ livebait + camper + persons + child	true	Hurdle Poisson — Psi Component	psi ~ livebait + camper + persons + child	inferred-from-description	62	false		zero_inflated	inferred-family	hurdle_poisson	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		likelihood family `hurdle_poisson` has no semantics-preserving current translation	psi,livebait,camper,persons,child		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_trolley_intercept	true	cumulative	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1536	ordinal_regression	bambi	scripts/examples/bambi.jl	response ~ 0	true	Ordinal Regression — Trolley Intercept Only	response ~ 0	inferred-from-description	63	false		ordinal_regression	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	response		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_trolley_intercept	true	cumulative	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1536	ordinal_regression	bambi	scripts/examples/bambi.jl	response ~ 0	true	Ordinal Regression — Trolley Intercept Only	response ~ 0	inferred-from-description	63	false		ordinal_regression	inferred-family	ordered_logistic	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	semantic-rewrite	already-expressible-via-semantic-rewrite		loc = 0\nresponse ~ OrderedLogistic(loc)	zero linear predictor is semantically available, but current population lowering rejects an empty `loc ~ 0` predictor; use an explicit vector/scalar binding after a row probe	response		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_trolley_effects	true	cumulative	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1552	ordinal_regression	bambi	scripts/examples/bambi.jl	response ~ 0 + action + intention + contact + action:intention + contact:intention	true	Ordinal Regression — Trolley Action/Intention/Contact	response ~ 0 + action + intention + contact + action:intention + contact:intention	inferred-from-description	64	false		ordinal_regression	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	response,action,intention,contact		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_trolley_effects	true	cumulative	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/Trolley.csv	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1552	ordinal_regression	bambi	scripts/examples/bambi.jl	response ~ 0 + action + intention + contact + action:intention + contact:intention	true	Ordinal Regression — Trolley Action/Intention/Contact	response ~ 0 + action + intention + contact + action:intention + contact:intention	inferred-from-description	64	false		ordinal_regression	inferred-family	ordered_logistic	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-via-semantic-rewrite		loc ~ 0 + action + intention + contact + action & intention + contact & intention\nresponse ~ OrderedLogistic(loc)	current proportional-odds likelihood; non-logit historical links need separate review	response,action,intention,contact		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_hr_years	true	sratio	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/hr_employee_attrition.tsv.txt	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1568	ordinal_regression	bambi	scripts/examples/bambi.jl	YearsAtCompany ~ 0 + TotalWorkingYears	true	Ordinal Regression — HR Years at Company	YearsAtCompany ~ 0 + TotalWorkingYears	inferred-from-description	65	false		hr_attrition	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	YearsAtCompany,TotalWorkingYears		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
ordinal_hr_years	true	sratio	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/hr_employee_attrition.tsv.txt	https://bambinos.github.io/bambi/notebooks/ordinal_regression.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1568	ordinal_regression	bambi	scripts/examples/bambi.jl	YearsAtCompany ~ 0 + TotalWorkingYears	true	Ordinal Regression — HR Years at Company	YearsAtCompany ~ 0 + TotalWorkingYears	inferred-from-description	65	false		hr_attrition	inferred-family	sratio	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	historical-semantics-unresolved			historical ordinal link/threshold semantics are not equivalent to stock OrderedLogistic	YearsAtCompany,TotalWorkingYears		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_const_alpha	true	gamma	synthetic	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1614	distributional_models	bambi	scripts/examples/bambi.jl	y ~ x	true	Distributional Models — Constant Alpha	y ~ x	inferred-from-description	66	false		distributional_synth	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_const_alpha	true	gamma	synthetic	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1614	distributional_models	bambi	scripts/examples/bambi.jl	y ~ x	true	Distributional Models — Constant Alpha	y ~ x	inferred-from-description	66	false		distributional_synth	inferred-family	gamma	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-verbatim		log(mu) ~ x\nlog(shape) ~ 1\nrate = shape / mu\ny ~ Gamma(shape, rate)	mean/shape gamma model converted to Distributions shape/rate	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_var_alpha	true	gamma	synthetic	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1629	distributional_models	bambi	scripts/examples/bambi.jl	y ~ x  +  alpha ~ x	true	Distributional Models — Varying Alpha	y ~ x  +  alpha ~ x	inferred-from-description	67	false		distributional_synth	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_var_alpha	true	gamma	synthetic	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1629	distributional_models	bambi	scripts/examples/bambi.jl	y ~ x  +  alpha ~ x	true	Distributional Models — Varying Alpha	y ~ x  +  alpha ~ x	inferred-from-description	67	false		distributional_synth	inferred-family	gamma	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-verbatim		log(mu) ~ x\nlog(shape) ~ x\nrate = shape / mu\ny ~ Gamma(shape, rate)	mean/shape gamma model converted to Distributions shape/rate	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_bikes	true	gamma	https://ndownloader.figshare.com/files/38737026	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1645	distributional_models	bambi	scripts/examples/bambi.jl	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	true	Distributional Models — Bikes Spline	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	inferred-from-description	68	false		distributional_models	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	count,hour,True		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
distributional_bikes	true	gamma	https://ndownloader.figshare.com/files/38737026	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1645	distributional_models	bambi	scripts/examples/bambi.jl	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	true	Distributional Models — Bikes Spline	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	inferred-from-description	68	false		distributional_models	inferred-family	gamma	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	historical-semantics-unresolved			bs(...) arguments do not map mechanically to current s(...) semantics	count,hour,True		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_basic	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1693	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x, m=10, c=2)	true	HSGP 1D — Basic	y ~ 0 + hsgp(x, m=10, c=2)	inferred-from-description	69	false		hsgp_1d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_basic	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1693	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x, m=10, c=2)	true	HSGP 1D — Basic	y ~ 0 + hsgp(x, m=10, c=2)	inferred-from-description	69	false		hsgp_1d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-via-semantic-rewrite		loc ~ 0 + gp(x; k=10, c=2)\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	y,x		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_centered	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1708	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	true	HSGP 1D — Centered Parameterization	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	inferred-from-description	70	false		hsgp_1d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x,True		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_centered	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1708	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	true	HSGP 1D — Centered Parameterization	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	inferred-from-description	70	false		hsgp_1d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	historical-semantics-unresolved			historical centered HSGP semantics are not established as current gp(...) semantics	y,x,True		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_by_group	true	gaussian	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1723	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	true	HSGP 1D — By Group (Shared Covariance)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	inferred-from-description	71	false		gam_data	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x2,fac		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_by_group	true	gaussian	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1723	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	true	HSGP 1D — By Group (Shared Covariance)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	inferred-from-description	71	false		gam_data	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-via-semantic-rewrite		loc ~ 0 + gp(x2; k=12, c=1.5, by=fac)\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	y,x2,fac		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_nocov	true	gaussian	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1739	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	true	HSGP 1D — By Group (No Shared Covariance)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	inferred-from-description	72	false		gam_data	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	y,x2,fac,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_1d_nocov	true	gaussian	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1739	hsgp_1d	bambi	scripts/examples/bambi.jl	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	true	HSGP 1D — By Group (No Shared Covariance)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	inferred-from-description	72	false		gam_data	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	historical-semantics-unresolved			historical share_cov=false HSGP semantics are not established as current gp(...) semantics	y,x2,fac,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_iso	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1789	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	true	HSGP 2D — Isotropic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	inferred-from-description	73	false		hsgp_2d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	outcome,x,y		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_iso	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1789	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	true	HSGP 2D — Isotropic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	inferred-from-description	73	false		hsgp_2d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		multi-axis HSGP is absent from the current one-input gp(...) surface	outcome,x,y		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_by_group	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1804	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	true	HSGP 2D — By Group (Shared Covariance)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	inferred-from-description	74	false		hsgp_2d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	outcome,x,y,group		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_by_group	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1804	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	true	HSGP 2D — By Group (Shared Covariance)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	inferred-from-description	74	false		hsgp_2d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		multi-axis HSGP is absent from the current one-input gp(...) surface	outcome,x,y,group		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_nocov	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1819	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	true	HSGP 2D — By Group (No Shared Covariance)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	inferred-from-description	75	false		hsgp_2d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	outcome,x,y,group,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_nocov	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1819	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	true	HSGP 2D — By Group (No Shared Covariance)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	inferred-from-description	75	false		hsgp_2d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		multi-axis HSGP is absent from the current one-input gp(...) surface	outcome,x,y,group,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_aniso	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1835	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	true	HSGP 2D — Anisotropic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	inferred-from-description	76	false		hsgp_2d	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	outcome,x,y,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_aniso	true	gaussian	synthetic	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1835	hsgp_2d	bambi	scripts/examples/bambi.jl	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	true	HSGP 2D — Anisotropic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	inferred-from-description	76	false		hsgp_2d	inferred-family	gaussian	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		multi-axis HSGP is absent from the current one-input gp(...) surface	outcome,x,y,False		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_poisson	true	poisson	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/poisson_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1850	hsgp_2d	bambi	scripts/examples/bambi.jl	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	true	HSGP 2D — Spatial Poisson Count Data	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	inferred-from-description	77	false		poisson_data	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	Count,Year,X1,Site,Lon,Lat	Site	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
hsgp_2d_poisson	true	poisson	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/poisson_data.csv	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1850	hsgp_2d	bambi	scripts/examples/bambi.jl	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	true	HSGP 2D — Spatial Poisson Count Data	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	inferred-from-description	77	false		poisson_data	inferred-family	poisson	inferred-from-description													ordinary_brm	direct population/likelihood route when the family and terms are supported	unsupported	genuinely-missing-brm-surface	StanBlocks building blocks may exist; see surface audits		multi-axis HSGP is absent from the current one-input gp(...) surface	Count,Year,X1,Site,Lon,Lat	Site	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
survival_intercept	true	exponential	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1884	survival_model	bambi	scripts/examples/bambi.jl	censored(days_to_event / 31, adopt) ~ 1	true	Survival Model — Intercept Only	censored(days_to_event / 31, adopt) ~ 1	inferred-from-description	78	false		survival_model	exact-metadata		unresolved													brm_kernel	faithful-candidate: censoring/truncation needs a row-specific density or survival contribution; no generic response modifier is shipped	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	days_to_event,adopt		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
survival_intercept	true	exponential	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1884	survival_model	bambi	scripts/examples/bambi.jl	censored(days_to_event / 31, adopt) ~ 1	true	Survival Model — Intercept Only	censored(days_to_event / 31, adopt) ~ 1	inferred-from-description	78	false		survival_model	inferred-family	exponential	inferred-from-description													brm_kernel	faithful-candidate: censoring/truncation needs a row-specific density or survival contribution; no generic response modifier is shipped	route-specific	historical-semantics-unresolved	kernel/plate substrate control is separately probed		requires a faithful brm_kernel implementation; no ordinary-formula substitute	days_to_event,adopt		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
survival_color	true	exponential	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1900	survival_model	bambi	scripts/examples/bambi.jl	censored(days_to_event / 31, adopt) ~ 0 + color_id	true	Survival Model — Color Effect	censored(days_to_event / 31, adopt) ~ 0 + color_id	inferred-from-description	79	false		survival_model	exact-metadata		unresolved													brm_kernel	faithful-candidate: censoring/truncation needs a row-specific density or survival contribution; no generic response modifier is shipped	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	days_to_event,adopt,color_id		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
survival_color	true	exponential	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1900	survival_model	bambi	scripts/examples/bambi.jl	censored(days_to_event / 31, adopt) ~ 0 + color_id	true	Survival Model — Color Effect	censored(days_to_event / 31, adopt) ~ 0 + color_id	inferred-from-description	79	false		survival_model	inferred-family	exponential	inferred-from-description													brm_kernel	faithful-candidate: censoring/truncation needs a row-specific density or survival contribution; no generic response modifier is shipped	route-specific	historical-semantics-unresolved	kernel/plate substrate control is separately probed		requires a faithful brm_kernel implementation; no ordinary-formula substitute	days_to_event,adopt,color_id		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
survival_disc_sim	true	bernoulli	synthetic	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	false	05c3f465e7987e8d7caa7e214fedddd90415a922	1948	survival_discrete_time	bambi	scripts/examples/bambi.jl	event ~ treatment + age + time	true	Discrete Time Survival — Simulated Data	event ~ treatment + age + time	inferred-from-description	80	false		survival_discrete_time	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	event,treatment,age,time		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
