warmuphmc	warmuphmc_draws	evidence_kind	brmi_parse	stanc	stan_transpile	semantic_route	stan_code_sha256	family_selected	variant	surface_support_class	probe_id	gradient_finite	evidence_from	descriptor	key	deployed	static_error_stage	static_error	translation_status	log_density	runtime_error	stan_data_sha256	sbbrmi_lower	dimension	historical_formula	warmuphmc_error	surface_secondary_gap	family_selected_provenance	source	bridgestan_instantiate	current_brm_body	row_index	data_shape_assumptions	brmi_eval
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	survival_disc_spline	true			unresolved-family				not-run		p(events, at_risk) ~ sex + socBranch + bs(period, df=4) + scale(birth_decade)		family evidence remains indeterminate	unresolved	bambi	not-run		82	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	inferred-family	historical-semantics-unresolved		not-run		not-run	survival_disc_spline	true			unsupported				not-run		p(events, at_risk) ~ sex + socBranch + bs(period, df=4) + scale(birth_decade)			inferred-from-description	bambi	not-run		82	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	survival_disc_poisson	true			unresolved-family				not-run		events ~ sex + socBranch + period + scale(birth_decade) + offset(log(at_risk))		family evidence remains indeterminate	unresolved	bambi	not-run		83	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	6e69cd2b3dcfe7df31073bb03de989af026485e37e46e73cc2b368906d0bc563	poisson	inferred-family	already-expressible-via-semantic-rewrite	e468a91e3933e460	true	166	pass	survival_disc_poisson	true			ready	-12.0		202adda9e8a08e6dd42159a7cc79c60614ac2dd19436abe249eae260d2ccce1e	pass	5	events ~ sex + socBranch + period + scale(birth_decade) + offset(log(at_risk))			inferred-from-description	bambi	pass	log_rate ~ sex + socBranch + period + zscale(birth_decade) + log(at_risk)\nevents ~ Poisson(exp(log_rate))	83	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	brm_kernel			exact-metadata	historical-semantics-unresolved		not-run		not-run	survival_cont_weibull	true			unresolved-family				not-run		censored(time, censoring) ~ treatment + age		family evidence remains indeterminate	unresolved	bambi	not-run		84	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel		weibull	inferred-family	historical-semantics-unresolved		not-run		not-run	survival_cont_weibull	true			route-specific				not-run		censored(time, censoring) ~ treatment + age		kernel/plate substrate control is separately probed	inferred-from-description	bambi	not-run		84	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel			exact-metadata	historical-semantics-unresolved		not-run		not-run	survival_cont_retention_fe	true			unresolved-family				not-run		censored(month, censoring) ~ C(gender) + C(level) + C(field) + sentiment + intention		family evidence remains indeterminate	unresolved	bambi	not-run		85	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel		weibull	inferred-family	historical-semantics-unresolved		not-run		not-run	survival_cont_retention_fe	true			route-specific				not-run		censored(month, censoring) ~ C(gender) + C(level) + C(field) + sentiment + intention		kernel/plate substrate control is separately probed	inferred-from-description	bambi	not-run		85	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel			exact-metadata	historical-semantics-unresolved		not-run		not-run	survival_cont_retention_re	true			unresolved-family				not-run		censored(month, censoring) ~ C(gender) + C(level) + sentiment + intention + (1|field)		family evidence remains indeterminate	unresolved	bambi	not-run		86	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel		weibull	inferred-family	historical-semantics-unresolved		not-run		not-run	survival_cont_retention_re	true			route-specific				not-run		censored(month, censoring) ~ C(gender) + C(level) + sentiment + intention + (1|field)		kernel/plate substrate control is separately probed	inferred-from-description	bambi	not-run		86	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	orthopoly_explicit	true			unresolved-family				not-run		x ~ I(t**2) + t + 1		family evidence remains indeterminate	unresolved	bambi	not-run		87	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	313feed9b3aa1d48870cb309ddc4a0b0ae608ca1241b502f435b14680466aa47	gaussian	inferred-family	already-expressible-via-semantic-rewrite	b4e43a7ca2279f5f	true	54	pass	orthopoly_explicit	true			ready	-7.817384082920588		d7ebcbfe7fe132241e8ae7128139c4177782b870f423a31aed8026f264b11c59	pass	4	x ~ I(t**2) + t + 1			inferred-from-description	bambi	pass	loc ~ protect(t^2) + t + 1\nlog(sigma) ~ 1\nx ~ Normal(loc, sigma)	87	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	orthopoly_poly	true			unresolved-family				not-run		x ~ poly(t, 2) + 1		family evidence remains indeterminate	unresolved	bambi	not-run		88	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	orthopoly_poly	true			semantic-rewrite				not-run		x ~ poly(t, 2) + 1			inferred-from-description	bambi	not-run		88	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	orthopoly_linear	true			unresolved-family				not-run		mpg ~ horsepower		family evidence remains indeterminate	unresolved	bambi	not-run		89	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	b46f6c01b396315f998d7da77c25846d008cb2f7b055eaee4b5a856ca4865101	gaussian	inferred-family	already-expressible-verbatim	775959795892889a	true	178	pass	orthopoly_linear	true			ready	-7.817384082920588		5a442e3cf95feb29bb999412bce1ba427534dc0f33cd54fdd38b5734fd0b9aa9	pass	2	mpg ~ horsepower			inferred-from-description	bambi	pass	loc ~ horsepower\nlog(sigma) ~ 1\nmpg ~ Normal(loc, sigma)	89	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	orthopoly_quad	true			unresolved-family				not-run		mpg ~ poly(horsepower, 2)		family evidence remains indeterminate	unresolved	bambi	not-run		90	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	orthopoly_quad	true			semantic-rewrite				not-run		mpg ~ poly(horsepower, 2)			inferred-from-description	bambi	not-run		90	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	orthopoly_compare	true			unresolved-family				not-run		mpg ~ poly(horsepower, degree)		family evidence remains indeterminate	unresolved	bambi	not-run		91	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	orthopoly_compare	true			semantic-rewrite				not-run		mpg ~ poly(horsepower, degree)			inferred-from-description	bambi	not-run		91	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_pred_linear	true			unresolved-family				not-run		mpg ~ 0 + hp * wt + cyl + gear		family evidence remains indeterminate	unresolved	bambi	not-run		92	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	b9a1543abf6556595aca10f135dcae9f3ce118cfafb227e1b1eb4da26bdf1abb	gaussian	inferred-family	already-expressible-via-semantic-rewrite	6d3510485f8bd377	true	184	pass	plot_pred_linear	true			ready	-5.690109601815348		cab193db25e2364150efb58bb0168a16a97dadd31af18920498dc30639d9afd6	pass	6	mpg ~ 0 + hp * wt + cyl + gear			inferred-from-description	bambi	pass	loc ~ 0 + hp + wt + (hp & wt) + cyl + gear\nlog(sigma) ~ 1\nmpg ~ Normal(loc, sigma)	92	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_pred_nb	true			unresolved-family				not-run		daysabs ~ 0 + prog + scale(math) + prog:scale(math)		family evidence remains indeterminate	unresolved	bambi	not-run		93	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	not-run	not-run	ordinary_brm		negativebinomial	inferred-family	already-expressible-via-semantic-rewrite	644598cc055bca8a	not-run	84	not-run	plot_pred_nb	true	sbbrmi_lower	sbimpl: interaction operand must be a raw-data NamedColumn, got ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}; interactions with `mo` / `me` / `s` / `ar` are not supported yet Stacktrace:   [1] error(::String, ::String)     @ Base ./error.jl:44   [2] _sb_interaction_operand(t::ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}})     @ BayesianRegressionModels /tmp/kb-agent-scratch.corpus.F6m3FP/src/sbimpl.jl:3247   [3] _sb_interaction_cols!(cols::Vector{Any}, t::ExprColumn{typeof(&), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}, ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}}, @NamedTuple{}}, data::Dict{Symbol, Any}, stmts::Vector{Any})     @ BayesianRegressionModels /tmp/kb-agent-scratch.corpus.F6m3FP/src/sbimpl.jl:3222   [4] _sb_pop_cols_expr!(cols::Vector{Any}, ::typeof(&), t::ExprColumn{typeof(&), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}, ExprColumn{typeof(zscale), Tuple{NamedColumn{Symbol, DataColumn{Vector{Float64}}}}, @NamedTuple{}}}, @NamedTuple{}}, data::Dict{Symbol, Any}, stmts::Vector{Any}, _pop_te…	ready				fail		daysabs ~ 0 + prog + scale(math) + prog:scale(math)			inferred-from-description	bambi	not-run	log(mu) ~ 0 + prog + zscale(math) + prog & zscale(math)\nlog(phi) ~ 1\ndaysabs ~ NegativeBinomial2(mu, phi)	93	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_pred_logistic	true			unresolved-family				not-run		certified_fresh ~ 0 + scale(length) * style		family evidence remains indeterminate	unresolved	bambi	not-run		94	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		bernoulli	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	plot_pred_logistic	true			semantic-rewrite				not-run		certified_fresh ~ 0 + scale(length) * style			inferred-from-description	bambi	not-run		94	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_pred_distr	true			unresolved-family				not-run		y ~ x  +  alpha ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		95	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	425de98e52a630f829d0953e501956a2b7e700cbf7b85558c41e386ca30e1354	gamma	inferred-family	already-expressible-verbatim	56c5394c8e463fc7	true	134	pass	plot_pred_distr	true			ready	-10.37931844461955		e5dd46ca399dc61d38a5e97d7f061d4b396a19c142ec620e85ee7b60aacfbacb	pass	2	y ~ x  +  alpha ~ x			inferred-from-description	bambi	pass	log(mu) ~ x\nlog(shape) ~ x\nrate = shape / mu\ny ~ Gamma(shape, rate)	95	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_comp_zip	true			unresolved-family				not-run		count ~ livebait + camper + persons + child		family evidence remains indeterminate	unresolved	bambi	not-run		96	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		zero_inflated_poisson	inferred-family	historical-semantics-unresolved		not-run		not-run	plot_comp_zip	true			unsupported				not-run		count ~ livebait + camper + persons + child		ZeroInflatedPoisson also has an independent BRM dispatcher defect	inferred-from-description	bambi	not-run		96	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_comp_logistic	true			unresolved-family				not-run		Survived ~ PClass * SexCode * Age		family evidence remains indeterminate	unresolved	bambi	not-run		97	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		bernoulli	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	plot_comp_logistic	true			semantic-rewrite				not-run		Survived ~ PClass * SexCode * Age			inferred-from-description	bambi	not-run		97	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_slopes_main	true			unresolved-family				not-run		switch ~ dist100 + arsenic + educ4		family evidence remains indeterminate	unresolved	bambi	not-run		98	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	1e550813ccc486483d0a0ed61fb35e9c6ce055114e425cc7b1b740117d89a875	bernoulli	inferred-family	already-expressible-verbatim	26221c4ef3b81a0c	true	196	pass	plot_slopes_main	true			ready	-8.317766166719343		71d865f83b1318e96c36eda26d8cd2945c4ceff442e961e10719f37c26c8d81e	pass	3	switch ~ dist100 + arsenic + educ4			inferred-from-description	bambi	pass	log_odds ~ dist100 + arsenic + educ4\nswitch ~ BernoulliLogit(log_odds)	98	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	plot_slopes_interaction	true			unresolved-family				not-run		switch ~ dist100 + arsenic + educ4 + dist100:educ4 + arsenic:educ4		family evidence remains indeterminate	unresolved	bambi	not-run		99	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	63fa5ee63d62bc98bb640d2df9c4d36781255e64b47e9748a3d75deda595318d	bernoulli	inferred-family	already-expressible-via-semantic-rewrite	dbb03538237c488a	true	198	pass	plot_slopes_interaction	true			ready	-8.317766166719343		19a7a3a3975a1ce161452ff210f7d23f180959c3b2debe9bee06d5dd088d2b78	pass	5	switch ~ dist100 + arsenic + educ4 + dist100:educ4 + arsenic:educ4			inferred-from-description	bambi	pass	log_odds ~ dist100 + arsenic + educ4 + dist100 & educ4 + arsenic & educ4\nswitch ~ BernoulliLogit(log_odds)	99	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	alternative_samplers	true			unresolved-family				not-run		y ~ x		family evidence remains indeterminate	unresolved	bambi	not-run		100	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		inherited-identical-probe	pass	pass	pass	ordinary_brm	bd16d2c179883196a07e5ee5e7a599683a0864a3a90ee56902e8c65676bffac3	gaussian	inferred-family	already-expressible-verbatim	a458f12f272bf78b	true	42	pass	alternative_samplers	true			ready	-7.817384082920588		28d5c8d51b2b49c4c2a58cd6c4a4a15574427da8e534c122c6b752d742c27e19	pass	2	y ~ x			inferred-from-description	bambi	pass	loc ~ x\nlog(sigma) ~ 1\ny ~ Normal(loc, sigma)	100	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	cbpp_binomial	true			unresolved-family				not-run		incidence | trials(size) ~ period + (1|herd)		family evidence remains indeterminate	unresolved	brms	not-run		101	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	70cb5a10af42f9a29010277053d1f9cdc3e8726ed302d37b1441bac98dc04dcd	binomial	inferred-family	already-expressible-via-semantic-rewrite	de618aa28ac60164	true	202	pass	cbpp_binomial	true			ready	-66.54212933375474		bb9bc4724bfab2cae230ff2b8e6788dd8216a36fbec392d8dd3b7bc3285d8689	pass	5	incidence | trials(size) ~ period + (1|herd)			inferred-from-response-syntax	brms	pass	log_odds ~ period + (1|herd)\nincidence ~ BinomialLogit(size, log_odds)	101	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	cbpp_beta_binomial	true			unresolved-family				not-run		incidence | vint(size) ~ period + (1|herd)		family evidence remains indeterminate	unresolved	brms	not-run		102	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		beta_binomial	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	cbpp_beta_binomial	true			semantic-rewrite				not-run		incidence | vint(size) ~ period + (1|herd)			authoritative-audit-explicit-family-recovery	brms	not-run		102	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	distreg_normal	true			unresolved-family				not-run		bf(symptom_post ~ group, sigma ~ group)		family evidence remains indeterminate	unresolved	brms	not-run		103	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	0dcc0efe6fe43279a4e90246727b6f7d1f7d8698c8e35a0b76054366e5618960	gaussian	inferred-family	already-expressible-via-semantic-rewrite	74cfef1d38f5c71b	true	206	pass	distreg_normal	true			ready	-7.817384082920588		caab7c1f4f65f9ca3a29411e76818f8f172efe33e1ea88b1138f651643dbc15b	pass	2	bf(symptom_post ~ group, sigma ~ group)			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ group\nlog(sigma) ~ group\nsymptom_post ~ Normal(loc, sigma)	103	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	distreg_nb	true			unresolved-family				not-run		count ~ persons + child + camper		family evidence remains indeterminate	unresolved	brms	not-run		104	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	3f80d3339550d78f34abd611419551173d6926d1bf80bbf7ab510cdf9d55743d	negativebinomial	inferred-family	already-expressible-via-semantic-rewrite	cd4045b167d557a1	true	208	pass	distreg_nb	true			ready	-20.79441541679836		b13ed9b1ef4d51f53c91c04a117ecf6138bfbba2192d02ea17e8b00d46ce47fc	pass	4	count ~ persons + child + camper			inferred-from-name	brms	pass	log(mu) ~ persons + child + camper\nlog(phi) ~ 1\ncount ~ NegativeBinomial2(mu, phi)	104	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	distreg_zip	true			unresolved-family				not-run		bf(count ~ persons + child + camper, zi ~ child)		family evidence remains indeterminate	unresolved	brms	not-run		105	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	3b29b0f704c65c68a906706d7e76ac0f7d4dea59e847ac59b87cce92c7165b4f	poisson	inferred-family	already-expressible-via-semantic-rewrite	15c31be1759e0507	true	210	pass	distreg_zip	true			ready	-12.0		b13ed9b1ef4d51f53c91c04a117ecf6138bfbba2192d02ea17e8b00d46ce47fc	pass	3	bf(count ~ persons + child + camper, zi ~ child)			inferred-from-name	brms	pass	log_rate ~ persons + child + camper\ncount ~ Poisson(exp(log_rate))	105	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	distreg_gam	true			unresolved-family				not-run		bf(y ~ s(x1) + s(x2) + (1|fac), sigma ~ s(x0) + (1|fac))		family evidence remains indeterminate	unresolved	brms	not-run		106	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	a277fa923977087ad4546ec9fccd5e61fd8a6c9054d2bc36b5c92a961b6f5a5d	gaussian	inferred-family	already-expressible-via-semantic-rewrite	f2ca3b6d4f0eb9f4	true	212	pass	distreg_gam	true			ready	-3.0583030664754682		dc0fda165d40ecac6e894c3c500ff71d5c4342983fdf9720973fc818eb38626c	pass	41	bf(y ~ s(x1) + s(x2) + (1|fac), sigma ~ s(x0) + (1|fac))			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ s(x1) + s(x2) + (1|fac)\nlog(sigma) ~ s(x0) + (1|fac)\ny ~ Normal(loc, sigma)	106	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nhanes_imputed	true			unresolved-family				not-run		bmi ~ age * chl		family evidence remains indeterminate	unresolved	brms	not-run		107	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	1b54de13bb6f03d5d9bd08eb2834ece1aa479b57a1d0755550530ee06ebd26e4	gaussian	inferred-family	already-expressible-via-semantic-rewrite	be2296f1b376fffa	true	214	pass	nhanes_imputed	true			ready	-3.8069883206128132		ae4d01f0f86de125ba2a0fb27ddf435f48177cad797f8bc3474ecaa51b4a3699	pass	4	bmi ~ age * chl			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ age + chl + (age & chl)\nlog(sigma) ~ 1\nbmi ~ Normal(loc, sigma)	107	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nhanes_joint	true			unresolved-family				not-run		bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi() ~ age) + set_rescor(FALSE)		family evidence remains indeterminate	unresolved	brms	not-run		108	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	nhanes_joint	true			semantic-rewrite				not-run		bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi() ~ age) + set_rescor(FALSE)			authoritative-audit-explicit-family-recovery	brms	not-run		108	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	nhanes_error	true			unresolved-family				not-run		bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi(se = se_chl) ~ age) + set_rescor(FALSE)		family evidence remains indeterminate	unresolved	brms	not-run		109	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	nhanes_error	true			semantic-rewrite				not-run		bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi(se = se_chl) ~ age) + set_rescor(FALSE)			authoritative-audit-defensible-semantic-inference	brms	not-run		109	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_mo	true			unresolved-family				not-run		ls ~ mo(income)		family evidence remains indeterminate	unresolved	brms	not-run		110	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	14d602efbae75958b19440040159580307328dc7eb4eb1444d7d86210a67ec03	gaussian	inferred-family	already-expressible-verbatim	5545af234ce74963	true	220	pass	income_mo	true			ready	-9.517167144769907		1e66666480525ac0759d780051b15bdaa79130f33b071caf4b9992839dd7a7d6	pass	3	ls ~ mo(income)			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ mo(income)\nlog(sigma) ~ 1\nls ~ Normal(loc, sigma)	110	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_num	true			unresolved-family				not-run		ls ~ income_num		family evidence remains indeterminate	unresolved	brms	not-run		111	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	0530c180c261d11e2712994f18e608090969ff002e3bf013d7b9211022e919bb	gaussian	inferred-family	already-expressible-verbatim	361c77ddb270025a	true	222	pass	income_num	true			ready	-7.817384082920588		237e4aa26d37eb972889877050da4e353901292f0a08b7fcd62273b534f9c6ad	pass	2	ls ~ income_num			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ income_num\nlog(sigma) ~ 1\nls ~ Normal(loc, sigma)	111	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_nominal	true			unresolved-family				not-run		ls ~ income		family evidence remains indeterminate	unresolved	brms	not-run		112	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	f6ce80646248151f451eb42179203c483fbd786bdc80dbd3c23bc01114c6c5f9	gaussian	inferred-family	already-expressible-verbatim	0dedcaf99268271b	true	224	pass	income_nominal	true			ready	-7.817384082920588		c38490d3bd641c43c6dd5f1e8289046b55f9c494e9d0ab4da7f5fa5e2c802b30	pass	2	ls ~ income			authoritative-audit-explicit-family-recovery	brms	pass	loc ~ income\nlog(sigma) ~ 1\nls ~ Normal(loc, sigma)	112	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_mo_age	true			unresolved-family				not-run		ls ~ mo(income) * age		family evidence remains indeterminate	unresolved	brms	not-run		113	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	income_mo_age	true			semantic-rewrite				not-run		ls ~ mo(income) * age			authoritative-audit-explicit-family-recovery	brms	not-run		113	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
