source_fidelity_first_pass	inferred_translation_note	family_audit_dataset_evidence	source_fidelity_verdict	family_audit_evidence_strength	source_line	renderer_family_provenance	probe_id	renderer_family_claim	family_discrepancy	family_adapter_clean_reviewed_sha	family_audit_authoritative_revision	formula_support	family_adapter_canonical_sha	dimension	failure_stage	descriptor_mount_contract	source_path	formula_claim_matches_return	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	brmi_eval	dataset_claim	exact_current_brm_body	warmuphmc_draws	dataset_receipt_statuses	data_only_citation	family_adapter_validation_sha	source_fidelity_manual_reviewed	stan_transpile	family_description_claim	family_audit_evidence_class	family_adapter_control_tier	descriptor	inferred_current_brm_body	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	historical_sha	source_correction_with_evidence	receipt_evidence_anchor	semantic_route_note	receipt_http_status	data_shape_assumptions	warmuphmc	row_source_claim	source_fidelity_reason	inferred_family_provenance	semantic_route	exact_surface_secondary_gap	family_audit_negative_evidence	probe_evidence_from_row	log_density	exact_surface_support_class	exact_evidence_kind	stan_data_sha256	family_support	failure_evidence	exact_probe_id	inferred_translation_status	receipt_body_sha256	source	family_audit_http_status	bridgestan_instantiate	row_key	exact_capability_tier	dataset_support	brmi_parse	stanc	family_adapter_control_scope	stan_code_sha256	family_audit_explicit_evidence	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_adapter_landed_applies	family_metadata_claim	receipt_retrieved_at	key	deployed	family_audit_semantic_evidence	exact_translation_note	probe_evidence_kind	family_audit_decision_rationale	inferred_surface_support_class	dataset_receipt_urls	inferred_surface_secondary_gap	formula_claim	family_audit_authoritative_surface	inferred_family	inferred_capability_tier	row_index
unverifiable	historical ordinal link/threshold semantics are not equivalent to stock OrderedLogistic		unverifiable		1082	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			not_supported_by_data_file				no executable descriptor until translation is resolved	scripts/examples/mcelreath.jl	true			not-run	trolley			reachable-data-or-description	true		false	not-run				not-run		not-run	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=action,and,trolley; context_sha256=76f44321385d2a02	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	historical-link-unresolved	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		not_supported_by_data_file			unsupported	bbe2404bf859581e30ec96173a876dc58b0945753404effd3fbb4b3a15ea8e7b	mcelreath		not-run	mcelreath:trolley_effects	unresolved-family	reachable_data_file	not-run	not-run				Trolley — Action, Contact, and Intention Effects	response ~ 1 + action + contact + intention + intention:action + intention:contact	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.060798+00:00	trolley_effects	true		family is not explicit or defensibly inferred	not-probed		historical-semantics-unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv		response ~ 1 + action + contact + intention + intention:action + intention:contact		ordinal_unresolved	unsupported	168
unverifiable	historical ordinal link/threshold semantics are not equivalent to stock OrderedLogistic		unverifiable		1103	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference			not_supported_by_data_file				no executable descriptor until translation is resolved	scripts/examples/mcelreath.jl	true			not-run	trolley			reachable-data-or-description	true		false	not-run				not-run		not-run	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=trolley; context_sha256=76f44321385d2a02	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	historical-link-unresolved	ordinary_brm	family evidence remains indeterminate				historical-semantics-unresolved	not-probed		not_supported_by_data_file			unsupported	bbe2404bf859581e30ec96173a876dc58b0945753404effd3fbb4b3a15ea8e7b	mcelreath		not-run	mcelreath:trolley_edu	unresolved-family	reachable_data_file	not-run	not-run				Trolley — Monotonic Education Effect	response ~ 1 + action + contact + intention + mo(edu_new)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.060798+00:00	trolley_edu	true		family is not explicit or defensibly inferred	not-probed		historical-semantics-unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv		response ~ 1 + action + contact + intention + mo(edu_new)		ordinal_unresolved	unsupported	169
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		1138	CatalogServer_default_unsubstantiated	efd2849c386a7848	gaussian	renderer-default-contradicts semantic inference			not_supported_by_data_file		2		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true			pass	reedfrogs			reachable-data-or-description	true		false	pass				pass	log_odds ~ 0 + tank\nsurv ~ BinomialLogit(density, log_odds)	pass	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=frogs,reed,reedfrogs; context_sha256=ac29c29e7390b0ee	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	inferred-from-response-syntax	ordinary_brm	family evidence remains indeterminate		340	-66.54212933375474	historical-semantics-unresolved	not-probed	589ebf8dbd12754f9fafac7e2926238678f6747b85912eaffa203db62673bea4	not_supported_by_data_file			ready	626ee205610b0b1cab7d9cd59b5732e21ee5e623a2f9747847d7dc1f7ef7f6a4	mcelreath		pass	mcelreath:reedfrogs_nopooling	unresolved-family	reachable_data_file	pass	pass		e35a47b0fceedb5837c96cd55ad933d2f95259cdd41b4ce792e9e7d75fc8df53		Reed Frogs — No-Pooling Model	surv | trials(density) ~ 0 + factor(tank)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.323884+00:00	reedfrogs_nopooling	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv		surv | trials(density) ~ 0 + factor(tank)		binomial	bridgestan-finite-density-gradient	170
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		1156	CatalogServer_default_unsubstantiated	d0b2939b0c3507dc	gaussian	renderer-default-contradicts semantic inference			not_supported_by_data_file		5		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true			pass	reedfrogs			reachable-data-or-description	true		false	pass				pass	log_odds ~ 1 + (1 | tank)\nsurv ~ BinomialLogit(density, log_odds)	pass	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=frogs,reed,reedfrogs; context_sha256=ac29c29e7390b0ee	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	inferred-from-response-syntax	ordinary_brm	family evidence remains indeterminate		342	-66.54212933375474	historical-semantics-unresolved	not-probed	8eb6f1142f7e859ee85dfc105b931d8db351c0d2173bfbdbaa312f40d93d4cfc	not_supported_by_data_file			ready	626ee205610b0b1cab7d9cd59b5732e21ee5e623a2f9747847d7dc1f7ef7f6a4	mcelreath		pass	mcelreath:reedfrogs_partial	unresolved-family	reachable_data_file	pass	pass		905860bc0b0b2a109850fa78aa2cbbe20e8af8e8c0c5c659f33bd1b338e9625c		Reed Frogs — Partial Pooling via Multilevel Model	surv | trials(density) ~ 1 + (1 | tank)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.323884+00:00	reedfrogs_partial	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv		surv | trials(density) ~ 1 + (1 | tank)		binomial	bridgestan-finite-density-gradient	171
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	BRM constructs cafe/afternoon/wait with MersenneTwister(14); the authoritative chapter simulates the same wait,afternoon,cafe structure. Exact generated values are not upstream data and were not used to infer family.	unverifiable	high	1202	CatalogServer_default_unsubstantiated	9c2d58cef81416e0	gaussian	renderer-default-unsubstantiated; inference happens to agree		df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	not_evaluable		12		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true	14.qmd#L200-L208;14.qmd#L304-L314	2026-07-28T22:54:31Z	pass	cafe			synthetic-no-external-receipt	false		false	pass		explicit-family-recovery		pass	loc ~ 1 + afternoon + (1 + afternoon | cafe)\nlog(sigma) ~ 1\nwait ~ Normal(loc, sigma)	pass	unresolved-family		@options + option_domain/option_records + semantic_card under semantic_app	no_external_authority	05c3f465e7987e8d7caa7e214fedddd90415a922			direct population/likelihood route when the family and terms are supported		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	synthetic	No external model citation: catalog claim is synthetic/uncited.	authoritative-audit-explicit-family-recovery	ordinary_brm	family evidence remains indeterminate	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1202, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	344	-8.817384082920588	historical-semantics-unresolved	not-probed	5289b4e825eeeb5a15d7b91f8c3a57886e29897c21b36139e87beea4238ce6bb	not_evaluable			ready		mcelreath	200	pass	mcelreath:cafe	unresolved-family	synthetic_claim_only	pass	pass		d21c4a00751a7d5158dcf2ee4b2159d57cb5f0016c408af7f967bd805e302189	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1202 returns 'wait ~ 1 + afternoon + (1 + afternoon | cafe)' with no family. The café model states wait_i ~ Normal(mu_i,sigma) and explicitly sets family = gaussian.	Café Visit Times — Varying Slopes	wait ~ 1 + afternoon + (1 + afternoon | cafe)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false			cafe	true	Historical BRM formula is 'wait ~ 1 + afternoon + (1 + afternoon | cafe)'. Authoritative formula/likelihood at 14.qmd#L200-L208;14.qmd#L304-L314 is the same model up to documented renaming, centering, or generated-column crosswalk.	family is not explicit or defensibly inferred	direct	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.	already-expressible-verbatim	synthetic		wait ~ 1 + afternoon + (1 + afternoon | cafe)	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	gaussian	bridgestan-finite-density-gradient	172
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		1232	CatalogServer_default_unsubstantiated	404e1a92a6d03f3e	gaussian	renderer-default-unsubstantiated; inference happens to agree			not_supported_by_data_file		4		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true			pass	primates301			reachable-data-or-description	true		false	pass				pass	loc ~ 1 + m + g\nlog(sigma) ~ 1\nb ~ Normal(loc, sigma)	pass	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=ols,primates,primates301; context_sha256=bc0314b59a95d091	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	inferred-from-name	ordinary_brm	family evidence remains indeterminate		346	-3.8069883206128132	historical-semantics-unresolved	not-probed	17f48ef74cd1b8a1f10fc3411b8186e500798461d1fa9adeb8cf3c084fdf7dd0	not_supported_by_data_file			ready	d3835fd6679855ad4dc4ad2ff987d78bef8cdf5c081814eec4ac93fb2d93e9c7	mcelreath		pass	mcelreath:primates301_ols	unresolved-family	reachable_data_file	pass	pass		83ec3dd4bcacec20b8ed9d65af7520a31e9640b9e40b7ad5b94baaddec930459		Primates — OLS Without Phylogeny	b ~ 1 + m + g	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.045987+00:00	primates301_ols	true		family is not explicit or defensibly inferred	direct		already-expressible-verbatim	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv		b ~ 1 + m + g		gaussian	bridgestan-finite-density-gradient	173
unverifiable	requires a faithful stanblocks_plate implementation; no ordinary-formula substitute	BRM loader downloads Primates301.csv and standardizes log brain/body/group_size. Upstream schema begins name,genus,species,...,brain,body,group_size; Allenopithecus_nigroviridis has brain=58.02, body=4655, group_size=40.	unverifiable	high	1251	CatalogServer_default_unsubstantiated		gaussian	renderer-default-unsubstantiated; inference happens to agree		df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	not_supported_by_data_file				StanBlocks plate substrate; no authoritative BRM descriptor for this row; experimental semantic_app adapter required	scripts/examples/mcelreath.jl	true	14.qmd#L2101-L2109;14.qmd#L2218-L2233	2026-07-28T22:54:31Z	not-run	primates301			reachable-data-or-description	true		false	not-run		explicit-family-recovery		not-run		not-run	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=primates,primates301; context_sha256=bc0314b59a95d091	faithful-candidate: structured covariance is not an ordinary IID group effect	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	authoritative-audit-explicit-family-recovery	stanblocks_plate	family evidence remains indeterminate	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1251, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.			historical-semantics-unresolved	not-probed		not_supported_by_data_file			route-specific	d3835fd6679855ad4dc4ad2ff987d78bef8cdf5c081814eec4ac93fb2d93e9c7	mcelreath	200	not-run	mcelreath:primates301_phylo	unresolved-family	reachable_data_file	not-run	not-run			Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1251 returns 'b ~ 1 + m + g + fcor(R)' with no family. The phylogenetic fcor(R) model explicitly sets family = gaussian.	Primates — Phylogenetic Regression	b ~ 1 + m + g + fcor(R)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.045987+00:00	primates301_phylo	true	Historical BRM formula is 'b ~ 1 + m + g + fcor(R)'. Authoritative formula/likelihood at 14.qmd#L2101-L2109;14.qmd#L2218-L2233 is the same model up to documented renaming, centering, or generated-column crosswalk.	family is not explicit or defensibly inferred	not-probed	Recover the Gaussian observation likelihood while retaining fcor(R) as a known phylogenetic covariance term; it is not a different response family.	historical-semantics-unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	kernel/plate substrate control is separately probed	b ~ 1 + m + g + fcor(R)	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	gaussian	route-specific	174
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		1284	CatalogServer_default_unsubstantiated	b37c8d11c6537a7b	gaussian	renderer-default-contradicts semantic inference			not_supported_by_data_file		2		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true			pass	moralizing_gods			reachable-data-or-description	true		false	pass				pass	log_odds ~ 1 + writing\nmoralizing_gods ~ BinomialLogit(1, log_odds)	pass	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=data,gods,moralizing,moralizing_gods; context_sha256=c5111e593a929a96	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	inferred-from-response-syntax	ordinary_brm	family evidence remains indeterminate		350	-8.317766166719343	historical-semantics-unresolved	not-probed	ffb6fd901df9e065b6184e29b066505f94fa7d3a9621c0ee17a2707b6af07b1a	not_supported_by_data_file			ready	5cc3c887852cb6c79bfe209f8ae33fe6d63db37407ce374991a619649efdf9bb	mcelreath		pass	mcelreath:moralizing_gods	unresolved-family	reachable_data_file	pass	pass		052deec3cea5ea60ce5a17b940dfab298ff792263d7a6c8dc5a898da5c3e5012		Moralizing Gods — Missing-Data Handling	moralizing_gods | trials(1) ~ 1 + writing	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.871433+00:00	moralizing_gods	true		family is not explicit or defensibly inferred	direct		already-expressible-via-semantic-rewrite	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv		moralizing_gods | trials(1) ~ 1 + writing		binomial	bridgestan-finite-density-gradient	175
unverifiable	nonlinear parameter formulas need an explicit current linked-predictor design; current linked-predictor/kernel machinery exists, but this historical declaration needs a row-specific rewrite	BRM loader downloads Panda_nuts.csv, but its code assigns n_panda=d.success. The actual upstream schema is chimpanzee,age,sex,hammer,nuts_opened,seconds,help (first row chimpanzee 11, age 3, nuts_opened 0, seconds 61), so success does not exist. Authoritative book uses n from nuts_opened.	unverifiable	high	1314	CatalogServer_default_unsubstantiated		gaussian	renderer-default-contradicts semantic inference		df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	not_supported_by_data_file				no executable descriptor until translation is resolved	scripts/examples/mcelreath.jl	true	16.qmd#L667-L680;16.qmd#L751-L765	2026-07-28T22:54:31Z	not-run	panda_nuts			reachable-data-or-description	true		false	not-run		explicit-family-recovery		not-run		not-run	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=nuts,panda,panda_nuts; context_sha256=e2f5f554829f1915	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	authoritative-audit-explicit-family-recovery	ordinary_brm	family evidence remains indeterminate	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1314, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.			historical-semantics-unresolved	not-probed		not_supported_by_data_file			semantic-rewrite	40bf314403b9542c47f100ec80acf0cba2a243b0c47e68ab609cc274ee033042	mcelreath	200	not-run	mcelreath:panda_nuts	unresolved-family	reachable_data_file	not-run	not-run			Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1314 returns 'bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)' with no family. The book states n_i ~ Poisson(lambda_i) and fits the exact nonlinear rate with family = poisson(link = identity).	Panda Nuts — Nonlinear Learning-Curve Model	bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:09.037331+00:00	panda_nuts	true	Historical BRM formula is 'bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)'. Authoritative formula/likelihood at 16.qmd#L667-L680;16.qmd#L751-L765 is the same model up to documented renaming, centering, or generated-column crosswalk.	family is not explicit or defensibly inferred	not-probed	The authoritative book/repository explicitly declares poisson; dataset evidence only confirms the example identity and was not used as sole family evidence.	already-expressible-via-semantic-rewrite	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv		bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	poisson	semantic-rewrite	176
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	BRM loader is Lynx_Hare.csv and constructs Hare_1/Lynx_1 by one-row lag. Upstream schema is Year,Lynx,Hare; first rows are 1900,4,30 and 1901,6.1,47.2.	unverifiable	high	1345	CatalogServer_default_unsubstantiated	bb5b5e9acb423f2c	gaussian	renderer-default-unsubstantiated; inference happens to agree		df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	not_supported_by_data_file		16		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mcelreath.jl	true	16.qmd#L1452-L1471	2026-07-28T22:54:31Z	pass	lynx_hare			reachable-data-or-description	true		false	pass		explicit-family-recovery		pass	loc ~ 1 + ar(Year; p=1)\nlog(sigma) ~ 1\nHare ~ Normal(loc, sigma)	pass	unresolved-family	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	@options + option_domain/option_records + semantic_card under semantic_app	dataset_repository_or_file_only	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=16; matched_terms=and,hare,lynx,lynx_hare; context_sha256=21fb141c4214aff9	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.	authoritative-audit-explicit-family-recovery	ordinary_brm	family evidence remains indeterminate	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1345, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	354	-7.817384082920588	historical-semantics-unresolved	not-probed	6b6eff6bb47c70e9719e2141d2512f135cd51d342f4a0c245b8de072308a7049	not_supported_by_data_file			ready	6aba449e6ee0db1a9523f83ab67bf6c865ba08a5e4e31c40ab834a2e4054c07f	mcelreath	200	pass	mcelreath:lynx_hare_ar	unresolved-family	reachable_data_file	pass	pass		1ae5cbe3ff1ce1c4d53b4c932859c6103400b10beb73bc0903b7ea75cb8541cc	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1345 returns 'Hare ~ 1 + ar(time = Year, p = 1)' with no family. The book states Hare_t ~ Normal(mu_t,sigma) and fits Hare ~ 1 + ar(time=Year,p=1) with family = gaussian.	Lynx and Hare — AR(1) Autoregressive Model	Hare ~ 1 + ar(time = Year, p = 1)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false		2026-07-28T21:07:08.858582+00:00	lynx_hare_ar	true	Historical BRM formula is 'Hare ~ 1 + ar(time = Year, p = 1)'. Authoritative formula/likelihood at 16.qmd#L1452-L1471 is the same model up to documented renaming, centering, or generated-column crosswalk.	family is not explicit or defensibly inferred	direct	Recover Gaussian likelihood plus explicit AR(1) time dependence; the ar() term is correlation structure, not a distinct family.	already-expressible-verbatim	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv		Hare ~ 1 + ar(time = Year, p = 1)	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	gaussian	bridgestan-finite-density-gradient	177
