row_index	deployed	historical_sha	source	key	source_path	source_line	name_claim	example_claim	dataset_claim	dataset_source_claim	formula_claim	formula_return	formula_match	family_claim	family_text_claim	family_claim_provenance	row_source_claim	verified_claim	hidden_claim
68	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	distributional_bikes	scripts/examples/bambi.jl	1645	Distributional Models — Bikes Spline	distributional_models	distributional_models	https://ndownloader.figshare.com/files/38737026	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	count ~ 0 + bs(hour, 8, intercept=True)  +  alpha ~ 0 + bs(hour, 8, intercept=True)	true		gamma	inferred-from-description	https://bambinos.github.io/bambi/notebooks/distributional_models.html	false	false
69	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_1d_basic	scripts/examples/bambi.jl	1693	HSGP 1D — Basic	hsgp_1d	hsgp_1d	synthetic	y ~ 0 + hsgp(x, m=10, c=2)	y ~ 0 + hsgp(x, m=10, c=2)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	false
70	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_1d_centered	scripts/examples/bambi.jl	1708	HSGP 1D — Centered Parameterization	hsgp_1d	hsgp_1d	synthetic	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	y ~ 0 + hsgp(x, m=10, c=2, centered=True)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	false
71	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_1d_by_group	scripts/examples/bambi.jl	1723	HSGP 1D — By Group (Shared Covariance)	hsgp_1d	gam_data	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	false
72	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_1d_nocov	scripts/examples/bambi.jl	1739	HSGP 1D — By Group (No Shared Covariance)	hsgp_1d	gam_data	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/gam_data.csv	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	y ~ 0 + hsgp(x2, by=fac, m=12, c=1.5, share_cov=False)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_1d.html	false	false
73	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_2d_iso	scripts/examples/bambi.jl	1789	HSGP 2D — Isotropic	hsgp_2d	hsgp_2d	synthetic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	outcome ~ 0 + hsgp(x, y, c=1.5, m=10)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	false
74	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_2d_by_group	scripts/examples/bambi.jl	1804	HSGP 2D — By Group (Shared Covariance)	hsgp_2d	hsgp_2d	synthetic	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	false
75	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_2d_nocov	scripts/examples/bambi.jl	1819	HSGP 2D — By Group (No Shared Covariance)	hsgp_2d	hsgp_2d	synthetic	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	outcome ~ 0 + hsgp(x, y, by=group, c=1.5, m=10, share_cov=False)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	false
76	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_2d_aniso	scripts/examples/bambi.jl	1835	HSGP 2D — Anisotropic	hsgp_2d	hsgp_2d	synthetic	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	outcome ~ 0 + hsgp(x, y, c=1.5, m=10, iso=False)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	false
77	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	hsgp_2d_poisson	scripts/examples/bambi.jl	1850	HSGP 2D — Spatial Poisson Count Data	hsgp_2d	poisson_data	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/poisson_data.csv	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	Count ~ 0 + Year + X1:Year + (1|Site) + hsgp(Lon, Lat, by=Year, m=5, c=1.5)	true		poisson	inferred-from-description	https://bambinos.github.io/bambi/notebooks/hsgp_2d.html	false	false
78	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_intercept	scripts/examples/bambi.jl	1884	Survival Model — Intercept Only	survival_model	survival_model	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	censored(days_to_event / 31, adopt) ~ 1	censored(days_to_event / 31, adopt) ~ 1	true		exponential	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	false
79	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_color	scripts/examples/bambi.jl	1900	Survival Model — Color Effect	survival_model	survival_model	https://raw.githubusercontent.com/rmcelreath/rethinking/master/data/AustinCats.csv	censored(days_to_event / 31, adopt) ~ 0 + color_id	censored(days_to_event / 31, adopt) ~ 0 + color_id	true		exponential	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_model.html	false	false
80	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_disc_sim	scripts/examples/bambi.jl	1948	Discrete Time Survival — Simulated Data	survival_discrete_time	survival_discrete_time	synthetic	event ~ treatment + age + time	event ~ treatment + age + time	true		bernoulli	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	false	false
81	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_disc_binomial	scripts/examples/bambi.jl	1964	Discrete Time Survival — Binomial Child Mortality	survival_discrete_time	child_mortality	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	p(events, at_risk) ~ sex + socBranch + period + scale(birth_decade)	p(events, at_risk) ~ sex + socBranch + period + scale(birth_decade)	true		binomial	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	false	false
82	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_disc_spline	scripts/examples/bambi.jl	1980	Discrete Time Survival — Spline Baseline Hazard	survival_discrete_time	child_mortality	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	p(events, at_risk) ~ sex + socBranch + bs(period, df=4) + scale(birth_decade)	p(events, at_risk) ~ sex + socBranch + bs(period, df=4) + scale(birth_decade)	true		binomial	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	false	false
83	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_disc_poisson	scripts/examples/bambi.jl	1995	Discrete Time Survival — Poisson Alternative	survival_discrete_time	child_mortality	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/child.csv	events ~ sex + socBranch + period + scale(birth_decade) + offset(log(at_risk))	events ~ sex + socBranch + period + scale(birth_decade) + offset(log(at_risk))	true		poisson	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_discrete_time_notebook.html	false	false
84	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_cont_weibull	scripts/examples/bambi.jl	2045	Continuous Time Survival — Weibull	survival_continuous_time	survival_continuous_time	synthetic	censored(time, censoring) ~ treatment + age	censored(time, censoring) ~ treatment + age	true		weibull	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	false	false
85	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_cont_retention_fe	scripts/examples/bambi.jl	2061	Continuous Time Survival — Retention Fixed Effects	survival_continuous_time	retention	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/retention.csv	censored(month, censoring) ~ C(gender) + C(level) + C(field) + sentiment + intention	censored(month, censoring) ~ C(gender) + C(level) + C(field) + sentiment + intention	true		weibull	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	false	false
86	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	survival_cont_retention_re	scripts/examples/bambi.jl	2077	Continuous Time Survival — Retention Random Effects	survival_continuous_time	retention	https://raw.githubusercontent.com/bambinos/bambi/main/docs/notebooks/data/retention.csv	censored(month, censoring) ~ C(gender) + C(level) + sentiment + intention + (1|field)	censored(month, censoring) ~ C(gender) + C(level) + sentiment + intention + (1|field)	true		weibull	inferred-from-description	https://bambinos.github.io/bambi/notebooks/survival_continuous_time_notebook.html	false	false
87	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	orthopoly_explicit	scripts/examples/bambi.jl	2121	Orthogonal Polynomial — Explicit Quadratic	orthogonal_polynomial	orthopoly_projectile	synthetic	x ~ I(t**2) + t + 1	x ~ I(t**2) + t + 1	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	false	false
88	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	orthopoly_poly	scripts/examples/bambi.jl	2136	Orthogonal Polynomial — poly() Degree 2	orthogonal_polynomial	orthopoly_projectile	synthetic	x ~ poly(t, 2) + 1	x ~ poly(t, 2) + 1	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	false	false
89	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	orthopoly_linear	scripts/examples/bambi.jl	2151	Orthogonal Polynomial — MPG Linear	orthogonal_polynomial	orthogonal_polynomial	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	mpg ~ horsepower	mpg ~ horsepower	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	false	false
90	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	orthopoly_quad	scripts/examples/bambi.jl	2166	Orthogonal Polynomial — MPG Quadratic	orthogonal_polynomial	orthogonal_polynomial	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	mpg ~ poly(horsepower, 2)	mpg ~ poly(horsepower, 2)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	false	false
91	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	orthopoly_compare	scripts/examples/bambi.jl	2181	Orthogonal Polynomial — MPG Degree Comparison	orthogonal_polynomial	orthogonal_polynomial	https://raw.githubusercontent.com/mwaskom/seaborn-data/master/mpg.csv	mpg ~ poly(horsepower, degree)	mpg ~ poly(horsepower, degree)	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/orthogonal_polynomial_reg.html	false	false
92	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_pred_linear	scripts/examples/bambi.jl	2227	Plot Predictions — Linear Regression (mtcars)	plot_predictions	plot_predictions	https://ndownloader.figshare.com/files/40208785	mpg ~ 0 + hp * wt + cyl + gear	mpg ~ 0 + hp * wt + cyl + gear	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	false	false
93	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_pred_nb	scripts/examples/bambi.jl	2246	Plot Predictions — Negative Binomial (Student Absences)	plot_predictions	negative_binomial	https://stats.idre.ucla.edu/stat/stata/dae/nb_data.dta	daysabs ~ 0 + prog + scale(math) + prog:scale(math)	daysabs ~ 0 + prog + scale(math) + prog:scale(math)	true		negativebinomial	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	false	false
94	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_pred_logistic	scripts/examples/bambi.jl	2261	Plot Predictions — Logistic Regression (Movies)	plot_predictions	plot_pred_movies	https://vincentarelbundock.github.io/Rdatasets/csv/ggplot2movies/movies.csv	certified_fresh ~ 0 + scale(length) * style	certified_fresh ~ 0 + scale(length) * style	true		bernoulli	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	false	false
95	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_pred_distr	scripts/examples/bambi.jl	2277	Plot Predictions — Distributional Gamma	plot_predictions	distributional_synth	synthetic	y ~ x  +  alpha ~ x	y ~ x  +  alpha ~ x	true		gamma	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_predictions.html	false	false
96	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_comp_zip	scripts/examples/bambi.jl	2320	Plot Comparisons — ZIP Fish Count	plot_comparisons	plot_comparisons	https://stats.idre.ucla.edu/stat/data/fish.csv	count ~ livebait + camper + persons + child	count ~ livebait + camper + persons + child	true		zero_inflated_poisson	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	false	false
97	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_comp_logistic	scripts/examples/bambi.jl	2335	Plot Comparisons — Logistic Titanic Survival	plot_comparisons	titanic	https://vincentarelbundock.github.io/Rdatasets/csv/Stat2Data/Titanic.csv	Survived ~ PClass * SexCode * Age	Survived ~ PClass * SexCode * Age	true		bernoulli	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_comparisons.html	false	false
98	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_slopes_main	scripts/examples/bambi.jl	2369	Plot Slopes — Main Effects	plot_slopes	plot_slopes	https://vincentarelbundock.github.io/Rdatasets/csv/carData/Wells.csv	switch ~ dist100 + arsenic + educ4	switch ~ dist100 + arsenic + educ4	true		bernoulli	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	false	false
99	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	plot_slopes_interaction	scripts/examples/bambi.jl	2385	Plot Slopes — With Interactions	plot_slopes	plot_slopes	https://vincentarelbundock.github.io/Rdatasets/csv/carData/Wells.csv	switch ~ dist100 + arsenic + educ4 + dist100:educ4 + arsenic:educ4	switch ~ dist100 + arsenic + educ4 + dist100:educ4 + arsenic:educ4	true		bernoulli	inferred-from-description	https://bambinos.github.io/bambi/notebooks/plot_slopes.html	false	false
100	true	05c3f465e7987e8d7caa7e214fedddd90415a922	bambi	alternative_samplers	scripts/examples/bambi.jl	2416	Using Other Samplers — JAX-Based Samplers	alternative_samplers	alternative_samplers	synthetic	y ~ x	y ~ x	true		gaussian	inferred-from-description	https://bambinos.github.io/bambi/notebooks/alternative_samplers.html	false	false
101	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	cbpp_binomial	scripts/examples/brms.jl	16	Custom Families — Standard Binomial GLMM	cbpp	cbpp	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	incidence | trials(size) ~ period + (1|herd)	incidence | trials(size) ~ period + (1|herd)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_customfamilies.html	false	false
102	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	cbpp_beta_binomial	scripts/examples/brms.jl	32	Custom Families — Beta-Binomial GLMM	cbpp	cbpp	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv	incidence | vint(size) ~ period + (1|herd)	incidence | vint(size) ~ period + (1|herd)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_customfamilies.html	false	false
103	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	distreg_normal	scripts/examples/brms.jl	102	Distributional Regression — Location-Scale Normal	distreg	distreg_dat1	synthetic	bf(symptom_post ~ group, sigma ~ group)	bf(symptom_post ~ group, sigma ~ group)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_distreg.html	false	false
104	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	distreg_nb	scripts/examples/brms.jl	118	Distributional Regression — Negative Binomial Counts	distreg	distreg_fish	http://paulbuerkner.com/data/fish.csv	count ~ persons + child + camper	count ~ persons + child + camper	true			unresolved	https://paulbuerkner.com/brms/articles/brms_distreg.html	false	false
105	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	distreg_zip	scripts/examples/brms.jl	133	Distributional Regression — Zero-Inflated Poisson	distreg	distreg_fish	http://paulbuerkner.com/data/fish.csv	bf(count ~ persons + child + camper, zi ~ child)	bf(count ~ persons + child + camper, zi ~ child)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_distreg.html	false	false
106	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	distreg_gam	scripts/examples/brms.jl	148	Distributional Regression — Smooth GAM	distreg	distreg_gam	synthetic	bf(y ~ s(x1) + s(x2) + (1|fac), sigma ~ s(x0) + (1|fac))	bf(y ~ s(x1) + s(x2) + (1|fac), sigma ~ s(x0) + (1|fac))	true			unresolved	https://paulbuerkner.com/brms/articles/brms_distreg.html	false	false
107	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nhanes_imputed	scripts/examples/brms.jl	176	Handle Missing Values — Multiple Imputation	nhanes	nhanes	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	bmi ~ age * chl	bmi ~ age * chl	true			unresolved	https://paulbuerkner.com/brms/articles/brms_missings.html	false	false
108	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nhanes_joint	scripts/examples/brms.jl	192	Handle Missing Values — Joint Imputation Model	nhanes	nhanes	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi() ~ age) + set_rescor(FALSE)	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi() ~ age) + set_rescor(FALSE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_missings.html	false	false
109	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nhanes_error	scripts/examples/brms.jl	208	Handle Missing Values — Measurement Error Variant	nhanes	nhanes	https://vincentarelbundock.github.io/Rdatasets/csv/mice/nhanes.csv	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi(se = se_chl) ~ age) + set_rescor(FALSE)	bf(bmi | mi() ~ age * mi(chl)) + bf(chl | mi(se = se_chl) ~ age) + set_rescor(FALSE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_missings.html	false	false
110	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	income_mo	scripts/examples/brms.jl	252	Monotonic Effects — Main Effect	income	income	synthetic	ls ~ mo(income)	ls ~ mo(income)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_monotonic.html	false	false
111	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	income_num	scripts/examples/brms.jl	268	Monotonic Effects — Numeric Comparison	income	income	synthetic	ls ~ income_num	ls ~ income_num	true			unresolved	https://paulbuerkner.com/brms/articles/brms_monotonic.html	false	false
112	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	income_nominal	scripts/examples/brms.jl	283	Monotonic Effects — Nominal Factor Comparison	income	income	synthetic	ls ~ income	ls ~ income	true			unresolved	https://paulbuerkner.com/brms/articles/brms_monotonic.html	false	false
113	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	income_mo_age	scripts/examples/brms.jl	298	Monotonic Effects — Interaction with Age	income	income	synthetic	ls ~ mo(income) * age	ls ~ mo(income) * age	true			unresolved	https://paulbuerkner.com/brms/articles/brms_monotonic.html	false	false
114	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	income_mo_city	scripts/examples/brms.jl	313	Monotonic Effects — City-Level Random Slopes	income	income	synthetic	ls ~ mo(income) * age + (mo(income) | city)	ls ~ mo(income) * age + (mo(income) | city)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_monotonic.html	false	false
115	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	btdata_compact	scripts/examples/brms.jl	341	Multivariate Models — Compact mvbind Syntax	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	bf(mvbind(tarsus, back) ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	bf(mvbind(tarsus, back) ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_multivariate.html	false	false
116	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	btdata_explicit	scripts/examples/brms.jl	357	Multivariate Models — Explicit Separate Formulas	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	bf(tarsus ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + bf(back ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	bf(tarsus ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + bf(back ~ sex + hatchdate + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_multivariate.html	false	false
117	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	btdata_spline	scripts/examples/brms.jl	373	Multivariate Models — Skew-Normal with Splines	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	bf(tarsus ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam), family = skew_normal()) + bf(back ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	bf(tarsus ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam), family = skew_normal()) + bf(back ~ sex + s(hatchdate, k=5) + (1|p|fosternest) + (1|q|dam)) + set_rescor(TRUE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_multivariate.html	false	false
118	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nonlinear_exp	scripts/examples/brms.jl	434	Nonlinear Models — Exponential Decay	nonlinear	nonlinear_dat	synthetic	bf(y ~ b1 * exp(b2 * x), b1 + b2 ~ 1, nl = TRUE)	bf(y ~ b1 * exp(b2 * x), b1 + b2 ~ 1, nl = TRUE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_nonlinear.html	false	false
119	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nonlinear_linear	scripts/examples/brms.jl	450	Nonlinear Models — Linear Comparison	nonlinear	nonlinear_dat	synthetic	y ~ x	y ~ x	true			unresolved	https://paulbuerkner.com/brms/articles/brms_nonlinear.html	false	false
120	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	nonlinear_loss	scripts/examples/brms.jl	465	Nonlinear Models — Weibull Loss Development	nonlinear	loss	synthetic	bf(cum ~ ult * (1 - exp(-(dev/theta)^omega)), ult ~ 1 + (1|AY), omega ~ 1, theta ~ 1, nl = TRUE)	bf(cum ~ ult * (1 - exp(-(dev/theta)^omega)), ult ~ 1 + (1|AY), omega ~ 1, theta ~ 1, nl = TRUE)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_nonlinear.html	false	false
121	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	phylo_simple_re	scripts/examples/brms.jl	532	Phylogenetic Models — Simple Random Effect	phylogenetics	phylo_simple	http://paulbuerkner.com/data/data_simple.txt	phen ~ cofactor + (1|gr(phylo, cov = A))	phen ~ cofactor + (1|gr(phylo, cov = A))	true			unresolved	https://paulbuerkner.com/brms/articles/brms_phylogenetics.html	false	false
122	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	phylo_simple_resid	scripts/examples/brms.jl	547	Phylogenetic Models — Additional Residual Effect	phylogenetics	phylo_simple	http://paulbuerkner.com/data/data_simple.txt	phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|phylo)	phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|phylo)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_phylogenetics.html	false	false
123	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	phylo_repeat_re	scripts/examples/brms.jl	563	Phylogenetic Models — Repeated Observations	phylogenetics	phylo_repeat	http://paulbuerkner.com/data/data_repeat.txt	phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|species)	phen ~ cofactor + (1|gr(phylo, cov = A)) + (1|species)	true			unresolved	https://paulbuerkner.com/brms/articles/brms_phylogenetics.html	false	false
124	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	phylo_effect	scripts/examples/brms.jl	579	Phylogenetic Models — Meta-Analysis	phylogenetics	phylo_effect	http://paulbuerkner.com/data/data_effect.txt	Zr | se(sqrt(1/(N-3))) ~ 1 + (1|gr(phylo, cov = A))	Zr | se(sqrt(1/(N-3))) ~ 1 + (1|gr(phylo, cov = A))	true			unresolved	https://paulbuerkner.com/brms/articles/brms_phylogenetics.html	false	false
125	true	05c3f465e7987e8d7caa7e214fedddd90415a922	brms	phylo_pois	scripts/examples/brms.jl	595	Phylogenetic Models — Poisson Family	phylogenetics	phylo_pois	http://paulbuerkner.com/data/data_pois.txt	phen_pois ~ cofactor + (1|gr(phylo, cov = A))	phen_pois ~ cofactor + (1|gr(phylo, cov = A))	true			unresolved	https://paulbuerkner.com/brms/articles/brms_phylogenetics.html	false	false
126	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	globe	scripts/examples/mcelreath.jl	21	Globe Tossing	globe	globe	synthetic	w | trials(n) ~ 0 + Intercept	w | trials(n) ~ 0 + Intercept	true			unresolved	synthetic	false	false
127	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_intercept	scripts/examples/mcelreath.jl	50	Heights and Weights — Intercept Only	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	height ~ 1	height ~ 1	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
128	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_linear	scripts/examples/mcelreath.jl	69	Heights and Weights — Linear Regression	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	height ~ 1 + weight_c	height ~ 1 + weight_c	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
129	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_quad	scripts/examples/mcelreath.jl	88	Heights and Weights — Quadratic Polynomial	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	height ~ 1 + weight_s + weight_s2	height ~ 1 + weight_s + weight_s2	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
130	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_cubic	scripts/examples/mcelreath.jl	108	Heights and Weights — Cubic Polynomial	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	height ~ 1 + weight_s + weight_s2 + weight_s3	height ~ 1 + weight_s + weight_s2 + weight_s3	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
